Condition,Loss,Iteration
tpi3#B1,0.42964809876546567,1
tpi3#B1,0.21310004643776603,10
tpi3#B1,0.17608349790119157,100
tpi3#B1,0.1535687829745325,1000
tpi3#B1,0.15206125962251452,1250
tpi3#B1,0.15193498568679734,1500
tpi3#B1,0.15017067225629596,1750
tpi3#B1,0.3492079134651067,2
tpi3#B1,0.20658786188772613,20
tpi3#B1,0.16503039669059757,200
tpi3#B1,0.15007009048172162,2000
tpi3#B1,0.14987229872528574,2250
tpi3#B1,0.16393488930886602,250
tpi3#B1,0.1498531503193011,2500
tpi3#B1,0.14983490770361588,2750
tpi3#B1,0.2982719958397324,3
tpi3#B1,0.19569210285590685,30
tpi3#B1,0.15493820220320847,300
tpi3#B1,0.14982020900238902,3000
tpi3#B1,0.14941521122464654,3250
tpi3#B1,0.14936837579099624,3500
tpi3#B1,0.14932953507578584,3750
tpi3#B1,0.2638435109076917,4
tpi3#B1,0.1929603475983456,40
tpi3#B1,0.15443079197242995,400
tpi3#B1,0.14929504690597373,4000
tpi3#B1,0.14926289204151885,4250
tpi3#B1,0.14923148554961282,4500
tpi3#B1,0.14868556174995273,4750
tpi3#B1,0.24468035104653288,5
tpi3#B1,0.1849099425666886,50
tpi3#B1,0.1542240899097567,500
tpi3#B1,0.14865341785502906,5000
tpi3#B1,0.14861605718844897,5250
tpi3#B1,0.14858489939354136,5500
tpi3#B1,0.14797790282418882,5750
tpi3#B1,0.22393046027648109,6
tpi3#B1,0.18083788530709358,60
tpi3#B1,0.15410044863429942,600
tpi3#B1,0.14785544132775955,6000
tpi3#B1,0.14781035601847534,6250
tpi3#B1,0.14771516887726835,6500
tpi3#B1,0.14770642992528127,6750
tpi3#B1,0.21488455476966115,7
tpi3#B1,0.1784376801214541,70
tpi3#B1,0.1539770383744974,700
tpi3#B1,0.14770221345220355,7000
tpi3#B1,0.14769749649166697,7250
tpi3#B1,0.15389209674704238,750
tpi3#B1,0.14769291227739972,7500
tpi3#B1,0.1476890066117946,7750
tpi3#B1,0.21445829785643505,8
tpi3#B1,0.1778291326256178,80
tpi3#B1,0.15383900716773144,800
tpi3#B1,0.14768460364882643,8000
tpi3#B1,0.14768085401574385,8250
tpi3#B1,0.14767600527362912,8500
tpi3#B1,0.14767182151412098,8750
tpi3#B1,0.21335317297306522,9
tpi3#B1,0.17680081445283188,90
tpi3#B1,0.15374305088237386,900
tpi3#B1,0.14766764612614522,9000
tpi3#B1,0.1476630188959044,9250
tpi3#B1,0.14765953494462636,9500
tpi3#B1,0.14765501170510487,9750
