KcatID,Kmax
k#ATPS4rpp,890.4380623355671
k#PGSA181,5.074588575729768
k#3OAS121,15.174834866206233
k#A5PISO,37.59524727962422
k#CHORS,59.424736329999405
k#PYDXNK,17.887198642650226
k#PPBNGS,1.7337612175292734
k#SUCOAS,34.83313250491257
k#CA2tex,65.38762777437344
k#PE161abcpp,66.54660998028957
k#UDCPDPpp,56.74385635633246
k#TMPPP,0.021425883332457197
k#GNK,124.50959871470504
k#NAMNPP,3.82995580566594
k#RPE,491.64173689005224
k#PGAMT,3.9596395917474956
k#SSALy,295.5619784034203
k#HSST,8.539119419050452
k#ICHORS_copy2,32.02914800042081
k#PSD160,15.036424867974281
k#TRE6PS,66.15117720877947
k#I2FE2SS2,3.3016595624170813
k#GTPCI,0.00908518444447114
k#PROt4pp,134.41022553186002
k#IG3PS,16.05208134661216
k#EAR121y,20.500592525812788
k#S7PI,4.750096628548001
k#O2tex,501.9287732137807
k#DHBS,2.519247383757832
k#FORtppi,117.53602358587911
k#PPNDH,21.184845728534416
k#CYTK1,44.3874684745015
k#PTPATi,1.3488246216665212
k#UHGADA,21.290415706714796
k#Htex,577.9717495971164
k#UDCPDP,36.06973012408625
k#NDPK3,26.779790890114565
k#SERASr,1.13437753238465
k#ECAP3pp,7.481872998524186
k#GGGABADr,12.407445550029534
k#NTP1,9.235966126488142
k#GSPMDS,110.8729478611338
k#AIRC2,154.00000000000003
k#DAPE,86.63291846675665
k#PSD181,3.105108134898558
k#OMPDC,58.991062829313826
k#NNDPR,0.4600000009778837
k#SUCDi,385.6913987486445
k#EDTXS1,12.075710010971791
k#3OAS160,19.461642876380807
k#3HAD120,15.913970705646152
k#IMPC,10.159346706699495
k#HACD8,78.26529833236806
k#DHPS2,0.3712291729945712
k#FUM,888.9912144295882
k#HEPT4,6.862581807345906
k#EAR181x,18.262964018575136
k#ECAP1pp,10.20636705250016
k#METS,7.9497878356279665
k#FEROpp,4.082546719094063
k#PGSA180,23.258630635709537
k#UAGDP,60.585376042372694
k#GLCTR3,12.216476203538187
k#CTECOAI8,77.08843355945221
k#CS,72.07847713512813
k#FACOAE180,30.776684413697996
k#3HAD60,17.002507286906393
k#SADH,20.534657486096574
k#HEPK1,9.802180609949788
k#SERtex,216.06185081856103
k#PPCDC,0.25952697141625575
k#G3PAT120,34.75093633817898
k#RHAT1,21.07728056688533
k#PRAIi,5.533245128257012
k#ICHORS_copy1,5.302363822788849
k#MEPCT,13.969494041964307
k#VALt2rpp,65.00000000001282
k#3OAR181,32.79799319573047
k#HMBS,0.21412678899927637
k#METAT,0.32055998769226823
k#GLUSy,75.63464151146297
k#GLCptspp,65.00000000007529
k#ACOTA,8.341869427648218
k#4HTHRK,3.347380157986717
k#3HAD160,18.776478427412385
k#ACONTb,44.07047055815909
k#UAG2E,14.91261718819087
k#ADCS,6.734393513965678
k#GART,4.0769875037867065
k#PPK,3.118327046207825
k#EAR140x,16.752986939867156
k#THDPS,2.4000000000415587
k#PPGPPDP,29.233567584355097
k#ADSK,85.07205348588728
k#MG2tex,65.6440797897925
k#EAR141x,20.450845729937413
k#I2FE2SS,3.3027555385676752
k#EAR80x,34.490197577745256
k#HEPT2,5.223292960622384
k#ILEt3pp,65.47876916331154
k#GTHS,0.0165967054233192
k#ALAR,6.382497451532672
k#HSTPT,11.028055453086397
k#NDP3,25.60459574718675
k#MLDCP2App,9.97927028717107
k#PUNP6,34.233765113155215
k#CHRPL,1.8883360263219875
k#EDA,2155.900288322915
k#G1SAT,0.34281160083594003
k#PSSA181,1.4840086035192992
k#ME1,517.5781058800258
k#GLUTRR,27.33549332569402
k#IPMD,9.643574929721911
k#PRAIS,14.583030109975118
k#GTHPi,17.840185954934388
k#UREAtex,128.80753518329
k#AGPAT160,136.14791679154084
k#TDSK,31.62188046673153
k#APG3PAT181,9.111225715400796
k#UAMAGS,29.000000000011937
k#ADPT,9.94959455216948
k#NADPHQR3,78.97236442419334
k#TDPDRE,7.3781186833788
k#I4FE4SR,0.011359717623223
k#PFK,278.00000000000085
k#AP4AH,63.413098629411124
k#HACD6,67.90627927669662
k#ATPPRT,3.7544744729367556
k#FRD3,193.95833458613112
k#DAAD,0.7166002694606145
k#TRSARr,41.62770910230838
k#DHAPT,44.351669172689185
k#PAI2T,5.886654617381866
k#AGM3PApp,11.100445406385353
k#CSND,24.28451762729912
k#MGSA,976.5505065071663
k#GGPTRCS,17.039758087586836
k#PSD120,13.156629899647877
k#DURIK1,22.409794280638586
k#GTHRDHpp,14.625175789887702
k#3HAD80,16.97420452874233
k#AACPS2,14.551137390064408
k#MTAN,1.500055854436297
k#G1PACT,60.58537604237271
k#CTPS2,10.999986472331235
k#ASAD,11.66457737435534
k#G6PP,0.00208115513686405
k#GK1,88.7534829936529
k#PDXPP,7.432440396203443
k#GGGABAH,91.74951964709255
k#S2FE2SS,5.290799314367714
k#KDOCT2,2.1
k#ECAP2pp,7.481872998524186
k#PGM,193.52395268817858
k#G3PD2,108.58802777977456
k#DHPPDA2,13.505769527121277
k#3OAS60,20.642232399540557
k#PE120abcpp,65.6472704252867
k#GLNS,69.58085681908545
k#FMNAT,0.9121229113690666
k#ADMDC,3.233773364100815
k#ENTCS,3.452013910574433
k#3HAD140,14.00743225968679
k#PAPA181pp,24.66440762107219
k#SHK3Dr,28.986009158856145
k#GHMT2r,7.972958938308297
k#GLYCK,35.35991868674308
k#SO4tex,106.0607457791267
k#CPPPGO,2.2735813534200697
k#DGK1,22.037765261971195
k#CBMKr,33.04424978194888
k#DRPA,2.7548398489981767
k#APRAUR,13.505769527121277
k#DXPS,1.1000000002655743
k#SO4t2pp,65.15180755792228
k#PPND,22.000000000004437
k#3HAD141,20.030829112966376
k#UPPDC1,0.405
k#HPPK2,0.4972310917743441
k#U23GAAT,33.55755672891469
k#3OAR100,68.80474898840431
k#G1PTT,18.843438782766146
k#NDPK7,7.278862956764592
k#PRAMPC,22.00000000000555
k#SERt4pp,65.00000000000041
k#NDPK1,66.17410673046064
k#FE2t2pp,65.00000000000036
k#PMANM,8.822357918055117
k#PANTS,0.028018770915741783
k#POR5,14.606777146508385
k#3OAS161,15.174834866206227
k#G3PAT160,49.594661030546206
k#GTPDPK,18.895459459711105
k#LDH_D2,44.855396876982546
k#ASPO3,4.754122672760103
k#DPCOAK,1.3346660932204655
k#TRPS3,88.83515615989762
k#GLCtex_copy1,512.7396133900307
k#PPNCL2,0.25952684874106535
k#ECA4OALpp,17.65819779990093
k#PHETA1,15.514814915381711
k#ASPt2_2pp,65.00000000000004
k#AHCYSNS,0.5147543502631571
k#OCBT,24.021669227785022
k#GMPR,21.046121429868823
k#PROD3,133.58076458286135
k#NTPTP1,19.173019517600242
k#URIK1,28.201025140056142
k#QULNS,0.7242806623302601
k#PE160abcpp,65.84424132414331
k#GLXCL,80.91102545925646
k#ACPPAT161,17.302907813426046
k#UPP3S,1.4784148713807543
k#UM3PL,11.57516510382481
k#3OAS181,2.1722479199933638
k#3HAD40,16.97420452874233
k#PRATPP,22.000000000005546
k#MOAT2,59.00058709666045
k#GLYCLTDx,180.04083333557045
k#AACPS3,15.32202398941134
k#AMPMS2,0.006999999999999999
k#S2FE2SS2,5.290799391399378
k#CLtex,65.38762777437344
k#GLYOX,2609.2679470322296
k#TRDR,55.740261347996125
k#PSSA160,19.34363676672457
k#CD2tpp,65.12724821577078
k#PPS,195.85687855368178
k#S4FE4ST,18.180083083722405
k#3OAS141,15.174834866205407
k#IPPS,10.000000000101343
k#DHDPRy,35.4375
k#GMHEPPA,23.62004131842692
k#PG180abcpp,65.60396520533784
k#HEPT3,12.139561069917159
k#3OAR80,68.80522844733223
k#RBFSa,2.088517664631868
k#GLDBRAN2,183.17719825074644
k#ADNCYC,71.70253480027034
k#PItex,119.16772284368469
k#PSERT,47.443412671549964
k#ARGDCpp,30.626599729753963
k#GLYOX3,75.01984832501182
k#AGPAT181,12.066525233869948
k#ASPT,144.27247588757805
k#FACOAE161,52.92613258770478
k#CU2tex,65.00448530114367
k#CDPMEK,4.086810703977784
k#ICL,36.82362767146928
k#PGMT,129.56118297645907
k#KARA1,28.40943644427461
k#AIRC3,51.936939833556174
k#GDPMNH,10.450700479160313
k#TDPGDH,13.570580697750401
k#DDPA,31.136053364384704
k#UAMAS,14.0000000000414
k#PDE1,28.16495748990622
k#FEENTERtex,65.08126239498084
k#K2L4Aabcpp,65.25836651512944
k#NH4tex,161.26452382103244
k#SHKK,33.04398153220914
k#ICDHyr,10.356960930276745
k#UACMAMO,14.876312963274914
k#CYTK2,21.448359848438443
k#NTPP3,9.356329109705698
k#PHEMEabcpp,65.00001656557288
k#TDPAGTA,25.280867584584126
k#GLUt2rpp,77.3564984184044
k#3OAS100,20.64223239954095
k#THIORDXi,26.708176030842257
k#DASYN181,54.306760065645534
k#ANHGMtex,90.0095507009766
k#DHAD1,420.0000000000003
k#MOHMT,0.058172712996001553
k#UMPK,41.56704325850655
k#LIPAabcpp,29.687921067249906
k#MCTP1App,5.0810168178141994
k#AGPAT161,160.0891286208762
k#HISTP,6.072565937446901
k#HEPK2,12.925665684191333
k#MECDPS,3.3903531760793304
k#NTD3,82.0134726247941
k#PPM,11.552102898336473
k#AICART,11.884702678678991
k#USHD,16.644956981530576
k#3OAR160,33.1873741831254
k#THRS,28.646008549982316
k#OAADC,38.520164081595006
k#4PEPTabcpp,12.201287347703516
k#3OAR40,68.80522844733224
k#PDX5PS,1.4819500959831526
k#CU2tpp,65.0065175973318
k#GAPP,91.43339527528738
k#GLCP2,19.074725985613675
k#ENTERES,13.59243361202704
k#ASPO5,2.3252737651337934
k#PAPPT3,70.00000000001775
k#MTHFD,205.44920792980304
k#ALKP,22.439491914895157
k#ACODA,25.917657353075
k#IPDPS,0.8880638785511861
k#PPC,58.21875000000001
k#GARFT,112.00000000132364
k#ASPt2pp,36.596792259212435
k#GTPCII2,6.159445695271586
k#APG3PAT161,8.154575310632245
k#LPLIPAL1G180pp,9.387161922497382
k#PSSA161,21.71280016693569
k#MDH,24.3
k#AGPR,7.747407521616342
k#ADPRDP,5.545855737040035
k#EAR40x,34.49019757774526
k#HEPT1,15.579233715020122
k#ACACT6r,44.54901925984485
k#ACGS,227.98391339066876
k#PE181abcpp,66.27037722648059
k#EAR160x,12.544672968529461
k#S4FE4SR,11.511867017998679
k#ADSL2r,27.25240915041815
k#DASYN161,119.04922075459892
k#ASP1DC,0.07000000660902857
k#RBFSb,6.2157517512492655
k#KDOPS,2.511029645193345
k#3HAD100,16.97420452874233
k#CYTDH,11.446689604997424
k#DSERDHr,35.48162006996978
k#EDTXS2,4.268089391698991
k#ECOAH8,50.30929047884421
k#FCLT,3.3951215965175896
k#UREAtpp,170.21798824725514
k#ALDD2y,114.8920093424854
k#NTD4,56.17559504208646
k#MCOATA,60.91734258633573
k#TKT1,107.77936539890747
k#ICYSDS,0.0215920627931895
k#AACPS6,20.125655675459775
k#GLCTR2,18.002241876990308
k#5DOAN,0.46001339808233405
k#ACONTa,52.82987393897347
k#MOAT,59.00058709666045
k#SGDS,17.34982647844717
k#GTPDPDP,31.056346046202822
k#TREH,18.33773925984955
k#G6PDH2r,163.67872983539823
k#GLUCYS,0.0165119707806824
k#GTHOr,12.98094289467407
k#GLCt2pp,267.806471421125
k#PSCVT,20.955707247745124
k#BPNT,84.84512573454029
k#DHQTi,58.938299437142064
k#NDPK4,12.41379683062167
k#GLUt4pp,130.50891382214473
k#TPI,193.90657254449036
k#PGPP181pp,43.860284664031134
k#GF6PTA,6.406970779215129
k#INSK,46.1812912675517
k#NI2tex,65.024158710115
k#SERtpp,86.10166313189303
k#ASPCT,32.357617120783026
k#SHSL1,10.000000001358545
k#DHFS,0.2300000012239074
k#IMPD,4.92558580862822
k#GLUPRT,61.000000000000135
k#4PCP,17.9131183641197
k#PFL,143.36527565828823
k#HBZOPT,0.5724323588484312
k#ALR2x,11.076546963211337
k#ARGAGMt7pp,83.05350996166383
k#OCTDPS,1.2877268873766674
k#PMPK,1.125
k#LADGMDH,38.18124452816469
k#AGDC,30.593183902519993
k#DHDPS,37.125
k#PGK,17.124399587020235
k#ABTA,106.12070467917567
k#3OAR60,68.80522844733228
k#PLIPA2E181pp,13.763093692170807
k#EDD,362.345931864703
k#ANS,17.259080876783916
k#TMDS,7.400000000041308
k#PETNT161pp,20.174447887847517
k#P5CR,32.000000000011894
k#AST,14.021345527463899
k#GGPTRCO,13.030190035982894
k#PPPGO,4.989725905380555
k#DHFR,5.597494704181498
k#GLCNtex,568.7903382007581
k#PSD161,16.729137706357193
k#ACOAD7f,141.1723094849867
k#3OAS140,18.03694641747136
k#MNt2pp,65.0000000103355
k#MNtex,65.05166627904542
k#F6PP,28.314359743563962
k#SPODM,28.67828473722206
k#RHCCE,0.0156143146075014
k#HCO3E,58.01554494302642
k#3OAR161,39.95364379930389
k#GLUTRS,0.15317401503650574
k#PPPGO3,0.7147545614972036
k#ALATA_L,54.4697567326101
k#ACHBS,48.29344959228009
k#SPMDtex,65.0037700989697
k#HSK,151.86864233519356
k#SERD_L,84.37589115824626
k#PUNP4,1.8526497236772792
k#PSSA120,15.275924088755243
k#DXPRIi,3.3000000002725907
k#G3PAT180,34.8722947752922
k#GALUi,5.912591105347938
k#LYSt3pp,68.8848937118194
k#UAGPT3,17.00000000002392
k#FACOAE160,45.42312545258482
k#GLCTR1,17.765368216769847
k#AGM3Pt2pp,10.222469578219782
k#AACPS4,14.021491140136376
k#LPLIPAL1E181pp,16.319453808455805
k#GLYC3Pt6pp,65.00039725270608
k#SHCHF,0.3400000000410261
k#PRFGS,14.000000000002995
k#PYK,122.42590173010932
k#ACS,16.51901839253923
k#MDH2,449.39842206424566
k#GPDDA2pp,40.89100675114123
k#GLCtex_copy2,578.9932217513524
k#ARBTNabcpp,65.93111540266332
k#SHCHD2,0.3400000000410261
k#ADCL,16.50328860623537
k#MPTG,14.268920499774666
k#FBA,103.69566530683969
k#IPPMIa,48.45209633438577
k#GUAPRT,11.317400122918936
k#TDPADGAT,52.83245807885267
k#CAt6pp,65.00000209957102
k#DASYN141,35.35644647279665
k#DHNPA2r,2.9393669893895598
k#12PPDRtex,72.94284352867507
k#GMHEPK,7.491632203058489
k#ACM6PH,47.69135827315525
k#LYSt2pp,65.00000000034481
k#XPPT,9.023451445026982
k#I4FE4ST,3.3963076367082725
k#ENLIPAabctex,65.00368788906512
k#RNTR1c2,16.645649137986776
k#SADT2,25.609690718703632
k#ACPPAT180,37.17796461480447
k#MG2uabcpp,65.00000000000112
k#GLCNt2rpp,91.92336828994127
k#PYNP2r,9.906251082187882
k#NADH9,26.895628055087567
k#DCTPD,4.3162861985391805
k#DASYN160,130.4920897247416
k#EAR60x,34.49019757774525
k#FRD2,190.25561085036315
k#TALA,72.51737614375185
k#FEOXAMtonex,65.53808668920259
k#2DDARAA,5.216545020898141
k#DASYN180,40.010501263828296
k#ICHORT,0.5645505348610421
k#CHORM,23.95901214104849
k#NADK,7.520551369014563
k#NTD12,43.525107872908805
k#DHORD2,38.53068054627143
k#DASYN120,31.850754052326415
k#GLYCtex,72.54115976089221
k#ARGSS,7.162642279175882
k#CYSS,39.74695081293445
k#GALT1,9.14369238941003
k#AADDGT,20.29964742314657
k#PPA2,49.61958756475177
k#FEENTERtpp,65.01069101213402
k#FE3tex,136.99312791591424
k#GTHRDabc2pp,65.00000154344612
k#5MTRtex,65.40334553542654
k#AM3PA,19.468666631701403
k#GLUDy,184.78042086714885
k#FACOAE141,32.07139782886362
k#EAR120x,23.98305312646107
k#FMNRx2,5.607902719593803
k#DCYTD,12.624837908008535
k#POX,80.05412126534813
k#ILEtex,158.61840790382095
k#EAR100y,26.287887980307236
k#RNTR2c2,13.416482124163597
k#IGPDH,6.072565937446803
k#SCYSDS,17.865096900904778
k#TYRTA,13.714185225332626
k#AGM3PH,6.099014175244345
k#PGI,129.9446855660454
k#UAGAAT,18.819889500673625
k#TMPK,0.34500000000000003
k#RBFK,7.0268508980501165
k#PRMICI,13.480057751309115
k#ACACT8r,8.831588539769548
k#ME2,122.99357312482677
k#LEUTAi,48.47084207739411
k#GLYCK2,47.667337773824094
k#ANHMK,17.33676408953567
k#ALAALAabcpp,65.01738192580858
k#PAI2I,3.7415564010003806
k#FESR,23.259646674755896
k#ACGAMT,28.467388078954006
k#SULR,59.894992254300206
k#GLGC,25.662454444905524
k#GSPMDA,118.34906933864407
k#ALCD19,54.379384935527234
k#PRASCSi,5.66087873610078
k#ADK1,46.458615278806214
k#LPADSS,52.00113952674034
k#DAPDC,55.70099745538562
k#MECDPDH5,3.8587840563087323
k#PNTK,0.2700000016185533
k#PLIPA2E120pp,20.717651340565645
k#VALt3pp,68.54877159020691
k#ACOATA,27.499644962334106
k#R15BPK,28.469987084554496
k#MTHFR2,3.7201121792641185
k#PTAr,326.2981422455069
k#GLYCTO2,94.75588933395397
k#GLYAT,37.267074012361185
k#CLPNS181pp,2.7650659123480206
k#DTMPK,18.002819245320303
k#MDDCP5pp,12.826414107553356
k#GPDDA4pp,18.528290439066453
k#NAt3_1p5pp,143.2188925542891
k#TRPS2,90.37690898590527
k#NNATr,5.4501881737137685
k#CYTBO3_4pp,366.1019310912956
k#T2DECAI,11.263467649992386
k#RBK,20.246502730690473
k#ECAtpp,30.176921276860643
k#DXYLTD,10.037393214548464
k#TKT2,140.44366674491047
k#IGPS,5.533245128257012
k#CLt3_2pp,65.00000209957102
k#FTHFD,326.5168222968653
k#PDX5POi,0.03000001417745996
k#ACMAMUT,21.729045055316195
k#CYSTL,16.22782741998875
k#DPR,1.2199302962461
k#MLTGY3pp,7.623448331383458
k#PRPPS,28.010352922647346
k#VPAMTr,119.39439821720086
k#3OAR141,40.055115831660785
k#3OAS120,18.928437802194324
k#ANPRT,5.000000000006182
k#COLIPAabcpp,1.6931998020021064
k#DHBD,10.441768802235062
k#DMATT,0.5880386934060826
k#GMPS,21.67420202175492
k#HEX1,305.067211620742
k#UGMDDS,16.00000000004637
k#DALAt2pp,64.99999999999999
k#ECA4COLIPAabctex,65.00207605151438
k#HEX7,70.67469878989641
k#PMDPHT,3.7842583238048895
k#RPI,416.36357434098556
k#DNTPPA,3.453438883317236
k#AGMT,13.34793999290474
k#GRTT,0.5880386934060827
k#ACGAMK,25.342969007949282
k#ALAALAr,171.89805456716388
k#DAGK161,20.11226687966597
k#CTECOAI6,59.20963462177547
k#NTPP10,13.496377211573774
k#FACOAL181t2pp,11.826978363448228
k#RFAMPtpp,65.0004248367669
k#IPDDI,6.6774933882786245
k#APH180,4.23399365117733
k#MLTGY2pp,8.02941268953295
k#THZPSN3,0.1508312747929711
k#K2L4Aabctex,65.00076806624743
k#G6PDA,20.817747432274597
k#PSP_L,2693.1406820106736
k#DUTPDP,5.788332147919868
k#ASPK,158.96601634320731
k#3OAR121,40.055115831660764
k#ASPTA,12.147696010103092
k#NDPK5,5.732722300613611
k#PGCD,54.544766601306115
k#AI2K,3.68123252106388
k#GCALDD,0.8439389418688366
k#CDAPPA141,12.622473376321496
k#DB4PS,13.026893307102014
k#ALAt2pp,65.00000000052258
k#GDPMNP,91.58723978548296
k#GLU5K,50.972484208305396
k#SDPDS,428.0000000000002
k#3OAS80,20.642232399540415
k#CTECOAI7,74.35251112770065
k#MOAT3C,18.869261825659503
k#LSERDHr,47.99216140956892
k#THRD,30.11043699480029
k#ECOAH6,50.09673275351965
k#PGPP180,39.3259053720386
k#GLUR,33.48694189761031
k#HXAND,11.691058073136219
k#2MAHMP,15.18529214190275
k#MTHFC,205.44920792980298
k#4HTHRA,13.913734280411386
k#Ktex,77.58780651608332
k#EAR161x,20.450845729937413
k#OPHBDC,3.3093733635796783
k#MAN1PT2,17.454776554066072
k#ADSL1r,28.25840271811668
k#UAPGR,43.000000000015866
k#ENO,58.18487617213951
k#PPM2,8.83816330053295
k#DHORTS,9.666119217170845
k#AGMHE,4.81791392832011
k#ALAtpp,66.41411572473892
k#NADH17pp,249.1240410758069
k#GLYt2pp,65.00000000000182
k#GMPS2,8.0763582880101
k#LPLIPAL1A181pp,16.319453808469326
k#MLTP3,6.321009935800726
k#ACOAD2f,141.17143686603418
k#HACD3,70.79625237871242
k#FBA3,29.2711483800445
k#DAGK140,5.935122578488488
k#HACD2,62.93603030642935
k#PTA2,11.258138844308993
k#PA181abcpp,65.68823812765643
k#2AGPA181tipp,65.0001214416136
k#PHEt2rpp,65.0000000000165
k#ACACT4r,49.36907652931361
k#VALtex,180.05646360505304
k#ACOAD6f,177.84460019173426
k#MN2tpp,65.00001657534858
k#HIStex,85.88073487558819
k#OPHHXy,7.725668307695573
k#AGM4Pt2pp,10.231699048573132
k#ECOAH3,58.87476054585793
k#EAR80y,29.07034017899761
k#PFK_3,108.16924450474887
k#LYStex,146.98854098465827
k#PPAKr,22.988336187412436
k#PPCSCT,33.50760494550461
k#RNTR4c2,3.79717297857805
k#HACD1,62.89489856818488
k#ACOAD3f,177.06525905882583
k#GLYtpp,103.74048183601717
k#HISt2rpp,65.00000000000549
k#HACD7,64.84354331133798
k#KAS15,12.667711652945048
k#FEOXAMR3,6.010046623242499
k#HACD5,70.68499866761586
k#PAPSR2,18.43961868766652
k#FLVR,2.324315137730225
k#H2Stex,70.014918512318
k#PUNP3,7.463313742244425
k#PG181abcpp,65.57491380171156
k#FMNtex,65.0022710833786
k#EAR161y,24.918733930074794
k#QMO3,39.934236516411964
k#G3PAT181,13.988499134030768
k#EAR141y,27.950616154917633
k#NTPP7,30.327303762877467
k#ACACT7r,33.553575352532164
k#PLIPA1A181pp,10.753799669505126
k#ACOAD4f,141.17143686603418
k#PLIPA1G181pp,10.753799669505105
k#GLYCLTDy,153.06629461630192
k#2AGPGAT181,9.119992502717917
k#ECOAH7,51.55173619341987
k#ECOAH4,59.46865352246608
k#GSNK,23.249512931098064
k#THD2pp,84.24117449590585
k#CAT,106.72837251531344
k#PHEtex,86.32021256687973
k#HPYRRx,98.07363070436519
k#ACOAD5f,178.09772083829645
k#LPLIPAL2A181,78.69203493125391
k#HACD4,69.59758677143199
k#APG3PAT160,10.413802774382368
k#MDDCP4pp,7.710864582721333
k#ECOAH2,45.19994317278393
k#ADA,33.054135746069406
k#FMNt,65.00025234818642
k#PUNP1,8.346917975932131
k#ACACT2r,50.20009773696894
k#LDH_D,68.65224292490397
k#GRXR,15.50689037337374
k#INSt3pp,65.00455078912336
k#INDOLEt2pp,65.0
k#ACCOAL,30.26369358379049
k#4ABZGLUtex,79.20342832302212
k#INDOLEt2rpp,125.62336783002874
k#SUCCt2_2pp,65.0
k#4ABZGLUH,35.4174973887101
k#G3PT,37.67144997558562
k#ACACT5r,40.73418948460643
k#COBALT2abcpp,65.00062276744951
k#ECOAH1,43.280980762211776
k#ACACT3r,40.79584743498984
k#EAR40y,26.914460467043885
k#INSH,9.5613609924812
k#COBALT2tpp,79.45462717294347
k#4ABZGLUtr,65.00096889371281
k#INStex,65.0
k#MLTG5,1.504340593130251
k#SUCCt1pp,121.89070835306832
k#PAPA140,16.979823856482124
k#TRE6PH,14.913200461965184
k#ACOAD1fr,19.972113810317772
k#THRA,25.37589316931193
k#EAR181y,21.324010803181068
k#MDDCP3pp,6.471950662818925
k#GDPDPK,19.97250266742408
k#ACACT1r,47.93565519772987
k#CYTBD2pp,77.73156646888792
k#ECOAH5,58.87873369753351
k#FADRx,303.0000000247572
k#HPYRI,81.15589918487376
k#EAR140y,23.148694641941983
k#ACPPAT160,24.82055572158564
k#AGM4PCP,8.95655918205985
k#2AGPG181tipp,65.0003996073041
k#PLIPA2A181pp,20.183689562936507
k#MLTGY1pp,7.646710757859513
k#LPLIPAL1G120pp,15.185892803640554
k#MN2t3pp,65.3712881944033
k#ASPO4,1.9231600021336355
k#MLTG3,9.473511410139274
k#DADK,13.176984828298501
k#DMPPS,0.14808887362715925
k#PERD,0.02
k#AGM3PA,12.746625544473535
k#EAR60y,22.68144473176064
k#FA141ACPHi,32.2022536372637
k#ACPPAT141,37.12891278922416
k#NTD6,82.4858564965941
k#NADDP,5.431321499806401
k#ABUTD,53.014621624213945
k#AGMH,7.67472693091798
k#THMDt2pp_copy1,64.98482928546638
k#NTPTP2,28.030353773456476
k#LPLIPAL1A120pp,16.31945380845715
k#F6PA,118.80336226863477
k#G3PEabcpp,65.00385552164474
k#GLYCLTt2rpp,69.11540401973946
k#ARBabcpp,65.09425481944973
k#THFAT,6.304263639859715
k#AGM4PCPpp,12.816845440230273
