react_id,direction,sample_id,Master.Protein.Accessions,bnum,bio_rep,fmol_per_gDW_calib_avg,flux_units,mfa_sampling_ave,mfa_sampling_var,mfa_sampling_lb,mfa_sampling_ub,kapp_per_s
DSERDHr_b,bwd,sdh2,ydfG,b1539,B2,8642477.92249214,NA,NA,NA,NA,NA,NA
DSERDHr_b,bwd,pts3,ydfG,b1539,B2,8115652.44531932,mmol*gDW-1*hr-1,4.93E-07,6.98E-12,-5.24E-06,5.95E-06,NA
DSERDHr_b,bwd,pts2,ydfG,b1539,B1,9083254.47224486,NA,NA,NA,NA,NA,NA
DSERDHr_b,bwd,pts2,ydfG,b1539,B2,9322893.39357247,NA,NA,NA,NA,NA,NA
DSERDHr_b,bwd,tpi2,ydfG,b1539,B2,8592389.47259004,mmol*gDW-1*hr-1,6.39E-08,4.90E-15,-6.81E-08,1.99E-07,NA
DSERDHr_b,bwd,pts3,ydfG,b1539,B1,6955303.29023997,mmol*gDW-1*hr-1,4.93E-07,6.98E-12,-5.24E-06,5.95E-06,NA
DSERDHr_b,bwd,sdh2,ydfG,b1539,B1,6394200.69185,NA,NA,NA,NA,NA,NA
DSERDHr_b,bwd,tpi1,ydfG,b1539,B2,9627113.40531674,mmol*gDW-1*hr-1,1.51E-06,3.50E-12,-1.86E-06,5.76E-06,NA
DSERDHr_b,bwd,tpi1,ydfG,b1539,B1,8962217.22540586,mmol*gDW-1*hr-1,1.51E-06,3.50E-12,-1.86E-06,5.76E-06,NA
DSERDHr_b,bwd,tpi4,ydfG,b1539,B1,8902889.86614876,NA,NA,NA,NA,NA,NA
DSERDHr_b,bwd,tpi4,ydfG,b1539,B2,9338999.91707012,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,WT1,cycA,b4208,B1,3273417.92565803,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,WT1,cycA,b4208,B2,4473938.14093741,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi4,cycA,b4208,B2,2957205.67539104,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,WT2,cycA,b4208,B1,3274001.3866338,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,WT2,cycA,b4208,B2,2748647.38433862,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi5,cycA,b4208,B2,5814883.53852853,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts2,cycA,b4208,B1,3288721.83781036,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi1,cycA,b4208,B2,3382744.28963256,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi1,cycA,b4208,B1,3929552.66807368,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi2,cycA,b4208,B1,3060825.81069559,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi2,cycA,b4208,B2,3055134.16137429,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi7,cycA,b4208,B2,4681775.87999009,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi7,cycA,b4208,B1,4579460.53546204,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi3,cycA,b4208,B1,3504493.58131276,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi3,cycA,b4208,B2,3722628.61468495,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi4,cycA,b4208,B1,4118771.72421172,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi5,cycA,b4208,B1,4030886.74852955,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts2,cycA,b4208,B2,2308158.10691037,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi6,cycA,b4208,B1,3980754.90678893,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi6,cycA,b4208,B2,4207066.46808393,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,sdh3,cycA,b4208,B1,4551587.40872627,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi8,cycA,b4208,B1,1313345.31986374,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pgi8,cycA,b4208,B2,3663786.4111816,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,sdh3,cycA,b4208,B2,3669528.7383015,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,sdh1,cycA,b4208,B1,3253696.11850687,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,sdh1,cycA,b4208,B2,3806593.97992731,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts1,cycA,b4208,B1,3483969.7354354,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts1,cycA,b4208,B2,2912494.36762341,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,sdh2,cycA,b4208,B2,3274051.62033532,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,sdh2,cycA,b4208,B1,3214638.27568843,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi4,cycA,b4208,B2,2445809.41751167,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi4,cycA,b4208,B1,2582868.42744756,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts3,cycA,b4208,B1,2316727.6607619,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts3,cycA,b4208,B2,2777974.02168878,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts4,cycA,b4208,B2,2110827.73133439,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,pts4,cycA,b4208,B1,3649548.23523618,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi3,cycA,b4208,B1,4793052.87216319,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi2,cycA,b4208,B1,2696241.64493629,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi1,cycA,b4208,B1,2759004.32491832,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi2,cycA,b4208,B2,2587210.97744397,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi1,cycA,b4208,B2,3038995.52979955,NA,NA,NA,NA,NA,NA
DSERt2pp,fwd,tpi3,cycA,b4208,B2,3410639.95294479,NA,NA,NA,NA,NA,NA
DTARTD,fwd,WT1,fumB,b4122,B2,3666834.24685814,NA,NA,NA,NA,NA,NA
DTARTD,fwd,WT1,fumB,b4122,B1,3668460.10937271,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pgi4,fumB,b4122,B1,225684.950037627,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pgi1,fumB,b4122,B2,2498324.19021213,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pgi1,fumB,b4122,B1,3768450.5516135,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pgi3,fumB,b4122,B2,260150.626780977,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pgi3,fumB,b4122,B1,3916681.0692487,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pgi4,fumB,b4122,B2,255085.058067406,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pts1,fumB,b4122,B2,8125.63733586415,NA,NA,NA,NA,NA,NA
DTARTD,fwd,sdh2,fumB,b4122,B1,3627948.93302658,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pts2,fumB,b4122,B2,117043.512786062,NA,NA,NA,NA,NA,NA
DTARTD,fwd,tpi1,fumB,b4122,B2,27682.9744728655,NA,NA,NA,NA,NA,NA
DTARTD,fwd,tpi3,fumB,b4122,B2,2589710.01513296,NA,NA,NA,NA,NA,NA
DTARTD,fwd,sdh3,fumB,b4122,B1,5529954.28076772,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pts2,fumB,b4122,B1,7143.77850136537,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pts4,fumB,b4122,B2,134688.385733916,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pts4,fumB,b4122,B1,280557.666161653,NA,NA,NA,NA,NA,NA
DTARTD,fwd,pts3,fumB,b4122,B1,94293.605917306,NA,NA,NA,NA,NA,NA
DTARTD,fwd,sdh1,fumB,b4122,B1,1823810.00295905,NA,NA,NA,NA,NA,NA
DTARTD,fwd,sdh1,fumB,b4122,B2,524945.472773495,NA,NA,NA,NA,NA,NA
DTMPK,fwd,pts4,tmk,b1098,B1,291306.239449533,mmol*gDW-1*hr-1,0.291509426,0.049919895,-0.109481989,0.675594539,NA
DTMPK,fwd,pts1,tmk,b1098,B1,949374.087495956,mmol*gDW-1*hr-1,0.584825708,0.229910835,-0.182717333,1.544648293,NA
DTMPK,fwd,pgi2,tmk,b1098,B2,735720.819592657,mmol*gDW-1*hr-1,0.084224929,0.002511076,-0.008463202,0.166842852,NA
DTMPK,fwd,sdh2,tmk,b1098,B1,584473.54862728,mmol*gDW-1*hr-1,0.228844967,0.049071065,-0.12253265,0.661221038,NA
DTMPK,fwd,sdh2,tmk,b1098,B2,420281.685998108,mmol*gDW-1*hr-1,0.228844967,0.049071065,-0.12253265,0.661221038,NA
DTMPK,fwd,pgi1,tmk,b1098,B2,654521.101584319,mmol*gDW-1*hr-1,0.255378345,0.094631229,-0.143081972,0.990116464,NA
DTMPK,fwd,pgi3,tmk,b1098,B1,618104.043420396,NA,NA,NA,NA,NA,NA
DTMPK,fwd,sdh1,tmk,b1098,B1,251019.553356514,mmol*gDW-1*hr-1,0.2665531,0.036734873,-0.027123495,0.637194667,NA
DTMPK,fwd,pgi7,tmk,b1098,B2,551539.751220076,mmol*gDW-1*hr-1,0.162589437,0.006335283,0.025985178,0.323060231,NA
DTMPK,fwd,pts1,tmk,b1098,B2,988594.440423277,mmol*gDW-1*hr-1,0.584825708,0.229910835,-0.182717333,1.544648293,NA
DTMPK,fwd,tpi4,tmk,b1098,B2,574152.755993527,mmol*gDW-1*hr-1,0.167172488,0.040126011,-0.115505277,0.603820883,NA
DTMPK,fwd,pgi5,tmk,b1098,B1,750590.595630925,mmol*gDW-1*hr-1,0.015711858,9.23E-08,0.015235872,0.016328167,5.81462787490883
DTMPK,fwd,pts3,tmk,b1098,B1,685218.234149313,mmol*gDW-1*hr-1,0.158018577,0.025992516,-0.093193596,0.464920275,NA
DTMPK,fwd,sdh3,tmk,b1098,B2,564918.841683812,mmol*gDW-1*hr-1,0.077601831,0.00497435,-0.030718883,0.219071576,NA
DTMPK,fwd,pgi6,tmk,b1098,B1,827765.6090376,mmol*gDW-1*hr-1,0.01725334,5.41E-08,0.016818048,0.017649268,5.78979652225048
DTMPK,fwd,sdh3,tmk,b1098,B1,1112870.20351182,mmol*gDW-1*hr-1,0.077601831,0.00497435,-0.030718883,0.219071576,NA
DTMPK,fwd,WT1,tmk,b1098,B1,1060394.04414332,mmol*gDW-1*hr-1,0.023691015,3.93E-06,0.020364184,0.027229017,NA
DTMPK,fwd,tpi4,tmk,b1098,B1,599945.734896689,mmol*gDW-1*hr-1,0.167172488,0.040126011,-0.115505277,0.603820883,NA
DTMPK,fwd,tpi1,tmk,b1098,B1,582039.094239432,mmol*gDW-1*hr-1,0.105554795,0.003784945,0.012398245,0.22435343,NA
DTMPK,fwd,WT1,tmk,b1098,B2,1028629.41743846,mmol*gDW-1*hr-1,0.023691015,3.93E-06,0.020364184,0.027229017,NA
DTMPK,fwd,pgi4,tmk,b1098,B1,493473.758837098,mmol*gDW-1*hr-1,0.149948388,0.0084276,0.002261964,0.318273859,NA
DTMPK,fwd,pts2,tmk,b1098,B2,267190.000676306,mmol*gDW-1*hr-1,0.130673091,0.032500918,-0.135641056,0.537777155,NA
DTMPK,fwd,pts3,tmk,b1098,B2,234367.306649979,mmol*gDW-1*hr-1,0.158018577,0.025992516,-0.093193596,0.464920275,NA
DTMPK,fwd,pts4,tmk,b1098,B2,389833.259295698,mmol*gDW-1*hr-1,0.291509426,0.049919895,-0.109481989,0.675594539,NA
DTMPK,fwd,pgi3,tmk,b1098,B2,767124.583756071,NA,NA,NA,NA,NA,NA
DTMPK,fwd,pgi2,tmk,b1098,B1,446358.077014383,mmol*gDW-1*hr-1,0.084224929,0.002511076,-0.008463202,0.166842852,NA
DTMPK,fwd,WT2,tmk,b1098,B1,1686551.02301331,mmol*gDW-1*hr-1,0.128907327,0.019166485,-0.062858742,0.425050059,NA
DTMPK,fwd,pgi6,tmk,b1098,B2,1019299.75000538,mmol*gDW-1*hr-1,0.01725334,5.41E-08,0.016818048,0.017649268,4.70184991649329
DTMPK,fwd,tpi1,tmk,b1098,B2,30478.5152151037,mmol*gDW-1*hr-1,0.105554795,0.003784945,0.012398245,0.22435343,NA
DTMPK,fwd,pts2,tmk,b1098,B1,573407.083863544,mmol*gDW-1*hr-1,0.130673091,0.032500918,-0.135641056,0.537777155,NA
DTMPK,fwd,pgi7,tmk,b1098,B1,872614.770950215,mmol*gDW-1*hr-1,0.162589437,0.006335283,0.025985178,0.323060231,NA
DTMPK,fwd,sdh1,tmk,b1098,B2,326705.177568899,mmol*gDW-1*hr-1,0.2665531,0.036734873,-0.027123495,0.637194667,NA
DTMPK,fwd,pgi5,tmk,b1098,B2,433196.213490664,mmol*gDW-1*hr-1,0.015711858,9.23E-08,0.015235872,0.016328167,10.0748918482734
DTMPK,fwd,tpi2,tmk,b1098,B2,598414.394730694,mmol*gDW-1*hr-1,0.043078431,0.000496294,0.005760692,0.082355786,NA
DTMPK,fwd,pgi8,tmk,b1098,B2,478569.851533017,mmol*gDW-1*hr-1,0.017120562,4.14E-08,0.016816229,0.017541431,9.937340706759
DTMPK,fwd,WT2,tmk,b1098,B2,507598.733004985,mmol*gDW-1*hr-1,0.128907327,0.019166485,-0.062858742,0.425050059,NA
DTMPK_b,bwd,WT1,tmk,b1098,B2,1028629.41743846,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,WT1,tmk,b1098,B1,1060394.04414332,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,WT2,tmk,b1098,B1,1686551.02301331,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,WT2,tmk,b1098,B2,507598.733004985,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi1,tmk,b1098,B2,654521.101584319,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi2,tmk,b1098,B2,735720.819592657,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi2,tmk,b1098,B1,446358.077014383,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts4,tmk,b1098,B2,389833.259295698,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,tpi2,tmk,b1098,B2,598414.394730694,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi3,tmk,b1098,B1,618104.043420396,mmol*gDW-1*hr-1,0.235035448,0.036419726,-0.187135906,0.593931517,NA
DTMPK_b,bwd,pgi3,tmk,b1098,B2,767124.583756071,mmol*gDW-1*hr-1,0.235035448,0.036419726,-0.187135906,0.593931517,NA
DTMPK_b,bwd,pgi8,tmk,b1098,B2,478569.851533017,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,sdh1,tmk,b1098,B1,251019.553356514,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,sdh1,tmk,b1098,B2,326705.177568899,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi4,tmk,b1098,B1,493473.758837098,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts1,tmk,b1098,B1,949374.087495956,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts1,tmk,b1098,B2,988594.440423277,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi5,tmk,b1098,B2,433196.213490664,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi5,tmk,b1098,B1,750590.595630925,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,sdh3,tmk,b1098,B2,564918.841683812,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,sdh3,tmk,b1098,B1,1112870.20351182,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts4,tmk,b1098,B1,291306.239449533,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi6,tmk,b1098,B1,827765.6090376,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi6,tmk,b1098,B2,1019299.75000538,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts3,tmk,b1098,B1,685218.234149313,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts3,tmk,b1098,B2,234367.306649979,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi7,tmk,b1098,B1,872614.770950215,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pgi7,tmk,b1098,B2,551539.751220076,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts2,tmk,b1098,B2,267190.000676306,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,pts2,tmk,b1098,B1,573407.083863544,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,tpi1,tmk,b1098,B1,582039.094239432,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,sdh2,tmk,b1098,B1,584473.54862728,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,tpi4,tmk,b1098,B2,574152.755993527,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,sdh2,tmk,b1098,B2,420281.685998108,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,tpi1,tmk,b1098,B2,30478.5152151037,NA,NA,NA,NA,NA,NA
DTMPK_b,bwd,tpi4,tmk,b1098,B1,599945.734896689,NA,NA,NA,NA,NA,NA
DURIK1,fwd,WT1,tdk,b1238,B2,707875.944579936,mmol*gDW-1*hr-1,0.024638556,1.95E-05,0.01559038,0.03181371,NA
DURIK1,fwd,WT1,tdk,b1238,B1,523288.772138224,mmol*gDW-1*hr-1,0.024638556,1.95E-05,0.01559038,0.03181371,NA
DURIK1,fwd,pgi1,tdk,b1238,B1,2106356.3790765,mmol*gDW-1*hr-1,0.349795055,0.406561613,-0.492648322,1.779526789,NA
DURIK1,fwd,pgi1,tdk,b1238,B2,1481661.68788531,mmol*gDW-1*hr-1,0.349795055,0.406561613,-0.492648322,1.779526789,NA
DURIK1,fwd,WT2,tdk,b1238,B2,747176.613116308,mmol*gDW-1*hr-1,0.281189431,0.105613921,-0.237782045,0.984713167,NA
DURIK1,fwd,WT2,tdk,b1238,B1,531069.549751582,mmol*gDW-1*hr-1,0.281189431,0.105613921,-0.237782045,0.984713167,NA
DURIK1,fwd,pgi2,tdk,b1238,B2,623205.438902373,mmol*gDW-1*hr-1,0.116369212,0.018177404,-0.085595364,0.39336111,NA
DURIK1,fwd,pgi2,tdk,b1238,B1,898078.571966294,mmol*gDW-1*hr-1,0.116369212,0.018177404,-0.085595364,0.39336111,NA
DURIK1,fwd,pgi3,tdk,b1238,B1,1397374.05110892,mmol*gDW-1*hr-1,0.327235524,0.163037578,-0.26276168,1.131028752,NA
DURIK1,fwd,pgi3,tdk,b1238,B2,888133.792772194,mmol*gDW-1*hr-1,0.327235524,0.163037578,-0.26276168,1.131028752,NA
DURIK1,fwd,pgi5,tdk,b1238,B2,2268116.36046868,mmol*gDW-1*hr-1,2.14E-06,2.63E-12,-5.36E-07,4.88E-06,NA
DURIK1,fwd,pgi5,tdk,b1238,B1,2011037.09728393,mmol*gDW-1*hr-1,2.14E-06,2.63E-12,-5.36E-07,4.88E-06,NA
DURIK1,fwd,pgi6,tdk,b1238,B1,852632.979929271,mmol*gDW-1*hr-1,8.80E-06,5.24E-10,-3.28E-05,6.25E-05,NA
DURIK1,fwd,pgi6,tdk,b1238,B2,569640.762978331,mmol*gDW-1*hr-1,8.80E-06,5.24E-10,-3.28E-05,6.25E-05,NA
DURIK1,fwd,sdh1,tdk,b1238,B2,983385.736291253,mmol*gDW-1*hr-1,0.392103426,0.229616975,-0.35590623,1.378618223,NA
DURIK1,fwd,pgi7,tdk,b1238,B2,1138406.7054645,mmol*gDW-1*hr-1,0.210596512,0.056412291,-0.170918956,0.710580755,NA
DURIK1,fwd,pgi7,tdk,b1238,B1,820015.494517078,mmol*gDW-1*hr-1,0.210596512,0.056412291,-0.170918956,0.710580755,NA
DURIK1,fwd,pts4,tdk,b1238,B1,1968925.62888709,mmol*gDW-1*hr-1,0.492183717,10.87868765,-3.637032618,8.061510076,NA
DURIK1,fwd,pts4,tdk,b1238,B2,938913.656124359,mmol*gDW-1*hr-1,0.492183717,10.87868765,-3.637032618,8.061510076,NA
DURIK1,fwd,pgi8,tdk,b1238,B2,1827806.28706563,mmol*gDW-1*hr-1,0.018652844,2.05E-06,0.016206163,0.020983619,NA
DURIK1,fwd,pgi8,tdk,b1238,B1,2144339.90397412,mmol*gDW-1*hr-1,0.018652844,2.05E-06,0.016206163,0.020983619,NA
DURIK1,fwd,tpi4,tdk,b1238,B1,1468864.43149574,mmol*gDW-1*hr-1,0.152630237,0.023247267,-0.098662197,0.442768788,NA
DURIK1,fwd,tpi4,tdk,b1238,B2,1516255.36317422,mmol*gDW-1*hr-1,0.152630237,0.023247267,-0.098662197,0.442768788,NA
DURIK1,fwd,pts2,tdk,b1238,B2,1901138.68337695,mmol*gDW-1*hr-1,0.366319946,0.267253677,-0.379425196,1.458058019,NA
DURIK1,fwd,pts2,tdk,b1238,B1,1668718.5192419,mmol*gDW-1*hr-1,0.366319946,0.267253677,-0.379425196,1.458058019,NA
DURIK1,fwd,pts1,tdk,b1238,B1,1567054.46951657,mmol*gDW-1*hr-1,0.66440746,0.71678468,-0.609958382,2.438324224,NA
DURIK1,fwd,pts1,tdk,b1238,B2,1383200.06203299,mmol*gDW-1*hr-1,0.66440746,0.71678468,-0.609958382,2.438324224,NA
DURIK1,fwd,sdh2,tdk,b1238,B1,1167996.14574858,mmol*gDW-1*hr-1,0.58202098,0.296629554,-0.332008595,1.592738351,NA
DURIK1,fwd,sdh2,tdk,b1238,B2,884811.098270179,mmol*gDW-1*hr-1,0.58202098,0.296629554,-0.332008595,1.592738351,NA
DURIK1,fwd,pts3,tdk,b1238,B1,1878305.59948821,mmol*gDW-1*hr-1,0.522564887,0.15606126,-0.218565617,1.139229255,NA
DURIK1,fwd,pts3,tdk,b1238,B2,1212012.97615277,mmol*gDW-1*hr-1,0.522564887,0.15606126,-0.218565617,1.139229255,NA
DURIK1,fwd,sdh1,tdk,b1238,B1,974550.099051974,mmol*gDW-1*hr-1,0.392103426,0.229616975,-0.35590623,1.378618223,NA
DURIK1,fwd,tpi3,tdk,b1238,B2,877647.144523351,mmol*gDW-1*hr-1,0.017741804,0.000156434,-0.005975136,0.041847108,NA
DURIK1,fwd,tpi3,tdk,b1238,B1,1437663.83847463,mmol*gDW-1*hr-1,0.017741804,0.000156434,-0.005975136,0.041847108,NA
DURIK1,fwd,tpi1,tdk,b1238,B2,848252.933102302,mmol*gDW-1*hr-1,0.133206272,0.035132471,-0.128018466,0.538377299,NA
DURIK1,fwd,tpi1,tdk,b1238,B1,1472863.97364082,mmol*gDW-1*hr-1,0.133206272,0.035132471,-0.128018466,0.538377299,NA
DURItex,fwd,pgi3,tsx,b0411,B2,7385754.65916593,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi8,tsx,b0411,B2,12824537.4370464,NA,NA,NA,NA,NA,NA
DURItex,fwd,WT1,tsx,b0411,B1,6104932.04028437,NA,NA,NA,NA,NA,NA
DURItex,fwd,WT1,tsx,b0411,B2,6384966.86313101,NA,NA,NA,NA,NA,NA
DURItex,fwd,WT2,tsx,b0411,B1,10912659.450729,NA,NA,NA,NA,NA,NA
DURItex,fwd,WT2,tsx,b0411,B2,10740642.3201667,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts2,tsx,b0411,B1,6077383.31645418,NA,NA,NA,NA,NA,NA
DURItex,fwd,sdh3,tsx,b0411,B1,10612450.7331961,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi1,tsx,b0411,B1,8388207.50425897,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi1,tsx,b0411,B2,6608848.42491668,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi6,tsx,b0411,B1,9114737.58814459,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi6,tsx,b0411,B2,6656053.16884028,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi2,tsx,b0411,B2,7654617.11551851,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi2,tsx,b0411,B1,8419450.79472557,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi3,tsx,b0411,B1,4860223.49516411,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi8,tsx,b0411,B1,5830328.76092024,NA,NA,NA,NA,NA,NA
DURItex,fwd,sdh3,tsx,b0411,B2,9499435.727806,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi4,tsx,b0411,B2,13505813.9832779,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi4,tsx,b0411,B1,11904621.8441323,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts1,tsx,b0411,B2,10167299.4611299,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts1,tsx,b0411,B1,8247841.50172784,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi5,tsx,b0411,B2,7924759.86929437,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi5,tsx,b0411,B1,7513090.94094922,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts3,tsx,b0411,B2,9494171.75223055,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts3,tsx,b0411,B1,11155322.0393893,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi1,tsx,b0411,B1,7928674.28104398,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi7,tsx,b0411,B2,5918763.53179479,NA,NA,NA,NA,NA,NA
DURItex,fwd,pgi7,tsx,b0411,B1,7600040.78774893,NA,NA,NA,NA,NA,NA
DURItex,fwd,sdh1,tsx,b0411,B2,12523101.4486509,NA,NA,NA,NA,NA,NA
DURItex,fwd,sdh1,tsx,b0411,B1,11153701.5980701,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts2,tsx,b0411,B2,7440799.84730532,NA,NA,NA,NA,NA,NA
DURItex,fwd,sdh2,tsx,b0411,B1,9183439.78473343,NA,NA,NA,NA,NA,NA
DURItex,fwd,sdh2,tsx,b0411,B2,7818756.38826536,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi1,tsx,b0411,B2,9207046.96819976,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi2,tsx,b0411,B2,3832735.47129943,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts4,tsx,b0411,B1,9911929.54164893,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi3,tsx,b0411,B1,6861151.8075513,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi2,tsx,b0411,B1,5107313.30972884,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi4,tsx,b0411,B1,3334853.58905752,NA,NA,NA,NA,NA,NA
DURItex,fwd,pts4,tsx,b0411,B2,10569183.9666995,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi4,tsx,b0411,B2,4504381.54969206,NA,NA,NA,NA,NA,NA
DURItex,fwd,tpi3,tsx,b0411,B2,7857599.8330005,NA,NA,NA,NA,NA,NA
DURItex_b,bwd,pgi3,tsx,b0411,B2,7385754.65916593,NA,NA,NA,NA,NA,NA
DURItex_b,bwd,WT1,tsx,b0411,B2,6384966.86313101,NA,NA,NA,NA,NA,NA
DURItex_b,bwd,WT1,tsx,b0411,B1,6104932.04028437,NA,NA,NA,NA,NA,NA
DURItex_b,bwd,pgi4,tsx,b0411,B1,11904621.8441323,NA,NA,NA,NA,NA,NA
DURItex_b,bwd,pgi4,tsx,b0411,B2,13505813.9832779,NA,NA,NA,NA,NA,NA
DURItex_b,bwd,WT2,tsx,b0411,B1,10912659.450729,NA,NA,NA,NA,NA,NA
