,KM [mM],RIDS,MIDS
2626,1.5819081,DBTS,co2_c
2627,0.0086066,DBTS,dtbt_c
2628,0.2851625,DBTS,pi_c
2629,1.1857169,DBTS,h_c
2630,0.036774237,NDPK8,adp_c
2631,0.028196003,NDPK8,atp_c
2632,0.056614764,NDPK8,dadp_c
2633,0.060610544,NDPK8,datp_c
2634,0.041405853,ZN2abcpp,adp_c
2635,0.05141346,ZN2abcpp,atp_c
2636,0.1988516,ZN2abcpp,zn2_p
2637,0.1988516,ZN2abcpp,zn2_c
2638,0.29169357,ZN2abcpp,h2o_c
2639,0.14226595,ZN2abcpp,pi_c
2640,0.19527107,ZN2abcpp,h_c
2641,0.03307306,GLUTRR,nadph_c
2642,0.42590427,GLUTRR,glu1sa_c
2643,0.05387016,GLUTRR,nadp_c
2644,1.6887728,GLUTRR,h_c
2645,0.7427348,GTHPi,h2o_c
2646,0.17714804,GTHPi,gthrd_c
2647,2.737447,GTHPi,h2o2_c
2648,0.15041941,MALTptspp,malt6p_c
2649,0.1561647,MALTptspp,malt_p
2650,0.20938703,MALTptspp,pep_c
2651,0.57053816,MALTptspp,pyr_c
2652,0.18923627,MALTptspp,malt6p_c
2653,0.13672811,MALTptspp,malt_p
2654,0.22998519,MALTptspp,pep_c
2655,0.34424442,MALTptspp,pyr_c
2656,0.14772068,MALTptspp,malt6p_c
2657,0.45816857,MALTptspp,malt_p
2658,0.28161547,MALTptspp,pep_c
2659,0.8989802,MALTptspp,pyr_c
2660,0.24074629,MALTptspp,malt6p_c
2661,0.4885978,MALTptspp,malt_p
2662,0.41103584,MALTptspp,pep_c
2663,1.5066444,MALTptspp,pyr_c
2664,10.510407,GALM2pp,gal_bD_p
2665,9.009473,GALM2pp,gal_p
2666,0.34770244,3HPADHi,3hppnl_c
2667,1.6451524,3HPADHi,h2o_c
2668,0.2696949,3HPADHi,nad_c
2669,0.25870273,3HPADHi,3hpp_c
2670,1.8344111,3HPADHi,h_c
2671,0.11062086,3HPADHi,nadh_c
2672,0.097988784,HACD7,nad_c
2673,0.04178413,HACD7,3ohdcoa_c
2674,0.04331854,HACD7,3hhdcoa_c
2675,4.2309384,HACD7,h_c
2676,0.053577058,HACD7,nadh_c
2677,0.16013733,HPPPNDO,hkndd_c
2678,0.14755015,HPPPNDO,o2_c
2679,0.09641915,HPPPNDO,dhpppn_c
2680,1.0440576,HPPPNDO,h_c
2681,0.08296144,TDPDRE,dtdp4d6dg_c
2682,0.10453548,TDPDRE,dtdp4d6dm_c
2683,0.097988784,HACD6,nad_c
2684,0.0490948,HACD6,3otdcoa_c
2685,0.056465603,HACD6,3htdcoa_c
2686,4.2309384,HACD6,h_c
2687,0.053577058,HACD6,nadh_c
2688,0.038846392,FRD3,succ_c
2689,0.013329652,FRD3,2dmmql8_c
2690,0.037548438,FRD3,fum_c
2691,0.013253168,FRD3,2dmmq8_c
2692,0.07207154,2AGPEAT120,atp_c
2693,0.013153225,2AGPEAT120,2agpe120_c
2694,0.088175565,2AGPEAT120,amp_c
2695,0.12525271,2AGPEAT120,ppi_c
2696,0.3156326,PGPP120pp,pi_p
2697,0.63603127,PGPP120pp,h2o_p
2698,0.12265647,TRSARr,nad_c
2699,0.40098268,TRSARr,2h3oppan_c
2700,1.981783,TRSARr,glyc__R_c
2701,4.2763996,TRSARr,h_c
2702,0.11412842,TRSARr,nadh_c
2703,0.06490526,TRSARr,nad_c
2704,0.1394828,TRSARr,2h3oppan_c
2705,0.42659295,TRSARr,glyc__R_c
2706,1.7838415,TRSARr,h_c
2707,0.04257796,TRSARr,nadh_c
2708,0.03939807,KAS15,coa_c
2709,0.054391194,KAS15,accoa_c
2710,0.43436536,KAS15,co2_c
2711,1.3842348,KAS15,h_c
2712,0.3156326,PGPP160pp,pi_p
2713,0.054840155,PGPP160pp,pg160_p
2714,0.63603127,PGPP160pp,h2o_p
2715,0.03551202,PAI2T,coa_c
2716,0.60418844,PAI2T,dhap_c
2717,0.03810452,PAI2T,accoa_c
2718,0.34653643,AGM3PApp,h2o_p
2719,0.73782605,CSND,h2o_c
2720,0.32445246,CSND,csn_c
2721,1.3772752,CSND,nh4_c
2722,0.24174419,CSND,ura_c
2723,0.49296236,CSND,h_c
2724,0.25793508,MGSA,dhap_c
2725,0.6277655,MGSA,pi_c
2726,1.780872,MGSA,mthgxl_c
2727,0.042640343,NODOx,no_c
2728,0.03239246,NODOx,nadh_c
2729,0.055596363,NODOx,nad_c
2730,0.05724286,NODOx,o2_c
2731,0.1177041,NODOx,no3_c
2732,0.3899692,NODOx,h_c
2733,1.4720187,PLIPA1E120pp,h_p
2734,0.078885205,PLIPA1E120pp,2agpe120_p
2735,1.4922705,PLIPA1E120pp,h2o_p
2736,1.4346455,PSD120,co2_c
2737,1.3091363,PSD120,h_c
2738,0.03770163,PAPSR2,paps_c
2739,0.5935692,PAPSR2,so3_c
2740,0.031811077,PAPSR2,pap_c
2741,0.51118505,PAPSR2,h_c
2742,0.3436691,MDDCP1pp,h2o_p
2743,0.74561614,MDDCP1pp,ala__D_p
2744,0.9530668,MDDCP1pp,h2o_p
2745,2.35809,MDDCP1pp,ala__D_p
2746,0.5267553,MDDCP1pp,h2o_p
2747,1.4351085,MDDCP1pp,ala__D_p
2748,0.25982186,MDDCP1pp,h2o_p
2749,1.1655238,MDDCP1pp,ala__D_p
2750,0.009862767,DURIK1,adp_c
2751,0.010105983,DURIK1,atp_c
2752,0.037379667,DURIK1,duri_c
2753,0.479712,DURIK1,h_c
2754,0.03218709,DURIK1,dump_c
2755,0.049991995,GTHRDHpp,gthrd_p
2756,0.70430094,GTHRDHpp,glu__L_p
2757,0.12818095,GTHRDHpp,cgly_p
2758,0.24376239,GTHRDHpp,h2o_p
2759,0.041526444,CTPS2,adp_c
2760,0.031669535,CTPS2,atp_c
2761,0.61422104,CTPS2,glu__L_c
2762,1.2488841,CTPS2,h2o_c
2763,0.31387523,CTPS2,gln__L_c
2764,0.22844426,CTPS2,ctp_c
2765,0.20088856,CTPS2,utp_c
2766,0.33075488,CTPS2,pi_c
2767,1.1779883,CTPS2,h_c
2768,0.06520757,DADA,din_c
2769,0.052620467,DADA,dad_2_c
2770,2.0066624,DADA,h2o_c
2771,2.620459,DADA,nh4_c
2772,1.2316177,DADA,h_c
2773,0.030535638,3OAR180,nadph_c
2774,0.043614704,3OAR180,nadp_c
2775,1.9801781,3OAR180,h_c
2776,0.22403973,PUNP3,gua_c
2777,0.33728197,PUNP3,r1p_c
2778,0.22245659,PUNP3,gsn_c
2779,0.2795807,PUNP3,pi_c
2780,0.2225369,3NTD7pp,pi_p
2781,0.05629988,3NTD7pp,adn_p
2782,0.026301507,3NTD7pp,3amp_p
2783,0.1396916,3NTD7pp,h2o_p
2784,0.2658061,G6PP,h2o_c
2785,0.55525464,G6PP,glc__D_c
2786,0.24191956,G6PP,pi_c
2787,0.24854563,G6PP,g6p_c
2788,0.89645714,G6PP,h2o_c
2789,1.5162464,G6PP,glc__D_c
2790,0.31760645,G6PP,pi_c
2791,0.5576673,G6PP,g6p_c
2792,1.7803493,G6PP,h2o_c
2793,2.6316519,G6PP,glc__D_c
2794,0.6227352,G6PP,pi_c
2795,0.5994026,G6PP,g6p_c
2796,1.0804038,PDXPP,h2o_c
2797,0.046623293,PDXPP,pdx5p_c
2798,0.50091696,PDXPP,pi_c
2799,0.048953492,PDXPP,pydxn_c
2800,0.35434866,BETALDHx,h2o_c
2801,0.0686662,BETALDHx,nad_c
2802,0.2504857,BETALDHx,betald_c
2803,0.2548187,BETALDHx,glyb_c
2804,0.22691382,BETALDHx,h_c
2805,0.046113998,BETALDHx,nadh_c
2806,11.669218,ACNML,acnam_c
2807,5.4177437,ACNML,pyr_c
2808,22.20861,ACNML,acmana_c
2809,0.3188881,PGM,3pg_c
2810,0.34684002,PGM,3pg_c
2811,0.54821163,CYANST,cyan_c
2812,0.60448194,CYANST,tcynt_c
2813,0.8634767,CYANST,so3_c
2814,0.93628246,CYANST,tsul_c
2815,0.5732655,CYANST,h_c
2816,1.0512317,CYANST,cyan_c
2817,1.5025641,CYANST,tcynt_c
2818,2.1312063,CYANST,so3_c
2819,2.6771255,CYANST,tsul_c
2820,1.600982,CYANST,h_c
2821,0.13971,3OAS60,co2_c
2822,0.25239566,3OAS60,h_c
2823,0.5848023,3OAS60,co2_c
2824,1.7360464,3OAS60,h_c
2825,1.9135039,NADPHHR,h2o_c
2826,0.024736403,NADPHHR,nadph_c
2827,2.9429884,ACACCT,ac_c
2828,0.038283363,ACACCT,accoa_c
2829,0.7358652,ACACCT,acac_c
2830,0.037160974,ACACCT,aacoa_c
2831,1.7883866,ACACCT,ac_c
2832,0.05166915,ACACCT,accoa_c
2833,0.48971215,ACACCT,acac_c
2834,0.047893204,ACACCT,aacoa_c
2835,0.34993818,GNP,glcn_c
2836,0.65319943,GNP,h2o_c
2837,0.2460947,GNP,pi_c
2838,0.15678275,GNP,6pgc_c
2839,0.33301786,GNP,glcn_c
2840,0.32980767,GNP,h2o_c
2841,0.35163206,GNP,pi_c
2842,0.27695245,GNP,6pgc_c
2843,0.10520454,LIPAHTex,hdca_e
2844,1.3322589,LIPAHTex,h_e
2845,0.06299956,LIPAHTex,lipa_e
2846,1.3498279,LIPAHTex,h2o_e
2847,0.059485298,CBPS,adp_c
2848,0.050205626,CBPS,atp_c
2849,0.94923186,CBPS,glu__L_c
2850,7.099354,CBPS,h2o_c
2851,0.7770846,CBPS,gln__L_c
2852,0.27899477,CBPS,cbp_c
2853,0.55719036,CBPS,pi_c
2854,6.3205576,CBPS,h_c
2855,2.3481028,CBPS,hco3_c
2856,0.34528056,2DGLCptspp,2dglc_p
2857,0.22998519,2DGLCptspp,pep_c
2858,0.3351437,2DGLCptspp,2doxg6p_c
2859,0.34424442,2DGLCptspp,pyr_c
2860,2.9670537,2DGLCptspp,2dglc_p
2861,0.41103584,2DGLCptspp,pep_c
2862,0.40797073,2DGLCptspp,2doxg6p_c
2863,1.5066444,2DGLCptspp,pyr_c
2864,1.8680438,2DGLCptspp,2dglc_p
2865,0.15658863,2DGLCptspp,pep_c
2866,0.41223496,2DGLCptspp,2doxg6p_c
2867,0.72086227,2DGLCptspp,pyr_c
2868,0.18161881,ADMDC,amet_c
2869,0.81392324,ADMDC,co2_c
2870,1.4010084,ADMDC,h_c
2871,0.14375299,ADMDC,ametam_c
2872,0.05013839,DURADx,nadh_c
2873,0.0929015,DURADx,nad_c
2874,0.4221885,DURADx,ura_c
2875,4.1750026,DURADx,h_c
2876,0.14716472,DURADx,56dura_c
2877,0.07207154,2AGPGAT160,atp_c
2878,0.010338885,2AGPGAT160,pg160_c
2879,0.088175565,2AGPGAT160,amp_c
2880,0.022550823,2AGPGAT160,hdca_c
2881,0.12525271,2AGPGAT160,ppi_c
2882,0.706243,APH120,h2o_c
2883,0.6592721,APH120,pi_c
2884,0.83807296,APH120,h_c
2885,0.3156326,PAPA181pp,pi_p
2886,0.63603127,PAPA181pp,h2o_p
2887,0.07207154,AACPS8,atp_c
2888,0.088175565,AACPS8,amp_c
2889,0.12525271,AACPS8,ppi_c
2890,0.706243,APH161,h2o_c
2891,0.6592721,APH161,pi_c
2892,0.83807296,APH161,h_c
2893,0.32943997,NTD5pp,dtmp_p
2894,0.29517102,NTD5pp,pi_p
2895,0.22477512,NTD5pp,thymd_p
2896,0.8963159,NTD5pp,h2o_p
2897,0.02787972,EAR141y,nadph_c
2898,0.03933085,EAR141y,nadp_c
2899,2.8962915,EAR141y,h_c
2900,0.02289097,APRAUR,5apru_c
2901,0.011129329,APRAUR,nadph_c
2902,0.019394575,APRAUR,5aprbu_c
2903,0.024130898,APRAUR,nadp_c
2904,0.2739263,APRAUR,h_c
2905,1.4922705,PLIPA1A140pp,h2o_p
2906,0.075475015,PLIPA1A140pp,pa140_p
2907,0.395858,3HAD141,h2o_c
2908,1.2334889,3HAD141,h2o_c
2909,0.17648597,PPK2,adp_c
2910,0.1337264,PPK2,atp_c
2911,0.593818,PPK2,pppi_c
2912,0.88028634,PPK2,ppi_c
2913,1.5827547,NTPP7,h2o_c
2914,0.21110325,NTPP7,dttp_c
2915,0.18929419,NTPP7,dtmp_c
2916,0.32776034,NTPP7,ppi_c
2917,1.8687948,NTPP7,h_c
2918,0.036774237,NDPK7,adp_c
2919,0.028196003,NDPK7,atp_c
2920,0.06225255,NDPK7,dcdp_c
2921,0.062968805,NDPK7,dctp_c
2922,1.5568103,MLTG4,h2o_c
2923,2.0931678,MLTG4,glc__D_c
2924,0.16228919,MLTG4,malthx_c
2925,0.17747495,MLTG4,maltpt_c
2926,0.19226153,LPLIPAL1A161pp,h_p
2927,0.15861045,LPLIPAL1A161pp,h2o_p
2928,0.24858019,LPLIPAL1A161pp,glyc3p_p
2929,1.8369856,RNDR2,h2o_c
2930,0.059033528,RNDR2,dgdp_c
2931,0.17480998,RNDR2,gdp_c
2932,0.60953677,RNDR2,h2o_c
2933,0.04681537,RNDR2,dgdp_c
2934,0.1854364,RNDR2,gdp_c
2935,1.6906295,RNDR2,h2o_c
2936,0.086688615,RNDR2,dgdp_c
2937,0.13531044,RNDR2,gdp_c
2938,0.65664583,PGLYCP,h2o_c
2939,0.5020698,PGLYCP,glyclt_c
2940,0.3381115,PGLYCP,pi_c
2941,0.31307015,PGLYCP,2pglyc_c
2942,3.2621884,DAPAL,h2o_c
2943,6.3784623,DAPAL,nh4_c
2944,1.1908793,DAPAL,pyr_c
2945,0.9572383,DAPAL,23dappa_c
2946,0.027288323,ACACT7r,coa_c
2947,0.04231188,ACACT7r,accoa_c
2948,0.028360514,ACACT7r,3ohdcoa_c
2949,0.029978152,ACACT7r,tdcoa_c
2950,0.036492914,ACACT7r,coa_c
2951,0.0464266,ACACT7r,accoa_c
2952,0.037800495,ACACT7r,3ohdcoa_c
2953,0.040346067,ACACT7r,tdcoa_c
2954,1.4720187,PLIPA1G181pp,h_p
2955,0.07939938,PLIPA1G181pp,ocdcea_p
2956,1.4922705,PLIPA1G181pp,h2o_p
2957,0.29504368,ASPO3,iasp_c
2958,0.02422966,ASPO3,q8_c
2959,0.044156983,ASPO3,q8h2_c
2960,0.57306755,ASPO3,h_c
2961,0.6832059,ASPO3,asp__L_c
2962,0.16484438,DAGK141,adp_c
2963,0.17512988,DAGK141,atp_c
2964,1.3713927,DAGK141,h_c
2965,0.088069715,XYLK,adp_c
2966,0.26168245,XYLK,xylu__D_c
2967,0.078396104,XYLK,atp_c
2968,0.23189689,XYLK,xu5p__D_c
2969,0.13297899,XYLK,h_c
2970,0.6654904,AHCYSNS,h2o_c
2971,0.030330842,AHCYSNS,ade_c
2972,0.06879123,AHCYSNS,rhcys_c
2973,0.023300616,AHCYSNS,ahcys_c
2974,0.013818066,FACOAE60,coa_c
2975,1.0371579,FACOAE60,h2o_c
2976,0.51606673,FACOAE60,hxa_c
2977,1.0262764,FACOAE60,h_c
2978,0.06700104,ALPATE160pp,pe160_p
2979,0.06775362,ALPATE160pp,2agpe160_p
2980,0.3057099,FRUpts2pp,f6p_c
2981,0.22998519,FRUpts2pp,pep_c
2982,0.52277166,FRUpts2pp,fru_p
2983,0.34424442,FRUpts2pp,pyr_c
2984,0.296196,FRUpts2pp,f6p_c
2985,0.41103584,FRUpts2pp,pep_c
2986,3.332577,FRUpts2pp,fru_p
2987,1.5066444,FRUpts2pp,pyr_c
2988,0.43832555,FRUpts2pp,f6p_c
2989,0.15658863,FRUpts2pp,pep_c
2990,3.2764816,FRUpts2pp,fru_p
2991,0.72086227,FRUpts2pp,pyr_c
2992,0.5848023,3OAS181,co2_c
2993,1.7360464,3OAS181,h_c
2994,0.6095539,MN6PP,h2o_c
2995,0.28174675,MN6PP,man6p_c
2996,0.2856184,MN6PP,pi_c
2997,1.3492035,MN6PP,man_c
2998,1.793925,MN6PP,h2o_c
2999,1.2550372,MN6PP,man6p_c
3000,0.90636086,MN6PP,pi_c
3001,4.636192,MN6PP,man_c
3002,0.89645714,MN6PP,h2o_c
3003,0.5620827,MN6PP,man6p_c
3004,0.31760645,MN6PP,pi_c
3005,1.5015615,MN6PP,man_c
3006,1.7803493,MN6PP,h2o_c
3007,0.5775304,MN6PP,man6p_c
3008,0.6227352,MN6PP,pi_c
3009,2.45508,MN6PP,man_c
3010,1.1813416,MOAT2,h_c
3011,0.28042662,MOAT2,ckdo_c
3012,0.016778288,MOAT2,kdolipid4_c
3013,0.21632136,MOAT2,cmp_c
3014,0.022429451,MOAT2,kdo2lipid4_c
3015,0.059613433,S2FE2SS2,atp_c
3016,1.4134406,S2FE2SS2,h2o_c
3017,1.5219637,S2FE2SS2,fe2_c
3018,1.529976,S2FE2SS2,h_c
3019,0.06549739,S2FE2SS2,adp_c
3020,0.03215529,S2FE2SS2,fadh2_c
3021,0.04659974,S2FE2SS2,fad_c
3022,0.5894723,S2FE2SS2,pi_c
3023,0.0316684,S2FE2SS2,atp_c
3024,2.121783,S2FE2SS2,h2o_c
3025,2.8274643,S2FE2SS2,fe2_c
3026,2.906615,S2FE2SS2,h_c
3027,0.032722346,S2FE2SS2,adp_c
3028,0.030579347,S2FE2SS2,fadh2_c
3029,0.037372444,S2FE2SS2,fad_c
3030,0.2773951,S2FE2SS2,pi_c
3031,0.020128109,GLYCLTDy,nadph_c
3032,0.6084982,GLYCLTDy,glx_c
3033,0.6259393,GLYCLTDy,glyclt_c
3034,0.042374004,GLYCLTDy,nadp_c
3035,2.3886797,GLYCLTDy,h_c
3036,0.029064225,GLYCLTDy,nadph_c
3037,0.8500002,GLYCLTDy,glx_c
3038,0.8721027,GLYCLTDy,glyclt_c
3039,0.044066194,GLYCLTDy,nadp_c
3040,1.0857453,GLYCLTDy,h_c
3041,0.018649265,PPS,atp_c
3042,0.2813887,PPS,h2o_c
3043,0.018294856,PPS,amp_c
3044,0.118739925,PPS,pep_c
3045,0.5252334,PPS,pi_c
3046,0.25308716,PPS,pyr_c
3047,0.2586639,PPS,h_c
3048,0.07207154,2AGPGAT181,atp_c
3049,0.020722693,2AGPGAT181,ocdcea_c
3050,0.088175565,2AGPGAT181,amp_c
3051,0.12525271,2AGPGAT181,ppi_c
3052,0.65576535,GMHEPPA,h2o_c
3053,0.123317294,GMHEPPA,gmhep1p_c
3054,0.123176984,GMHEPPA,gmhep17bp_c
3055,0.2399236,GMHEPPA,pi_c
3056,0.030535638,3OAR80,nadph_c
3057,0.043614704,3OAR80,nadp_c
3058,1.9801781,3OAR80,h_c
3059,0.18140252,GHBDHx,nad_c
3060,1.7128601,GHBDHx,sucsal_c
3061,3.487959,GHBDHx,ghb_c
3062,11.002005,GHBDHx,h_c
3063,0.18559071,GHBDHx,nadh_c
3064,0.43652457,RBFSa,h2o_c
3065,0.011416545,RBFSa,4r5au_c
3066,0.059352275,RBFSa,db4p_c
3067,0.060777742,RBFSa,dmlz_c
3068,0.085630715,RBFSa,pi_c
3069,3.0620751,ECOAH7,h2o_c
3070,0.04331854,ECOAH7,3hhdcoa_c
3071,0.02805177,ECOAH7,hdd2coa_c
3072,1.2334889,OGMEACPD,h2o_c
3073,1.4720187,PLIPA1G141pp,h_p
3074,1.4922705,PLIPA1G141pp,h2o_p
3075,0.013818066,FACOAE161,coa_c
3076,1.0371579,FACOAE161,h2o_c
3077,1.0262764,FACOAE161,h_c
3078,0.044516455,CDPMEK,adp_c
3079,0.056029133,CDPMEK,4c2me_c
3080,0.042109583,CDPMEK,atp_c
3081,0.046274677,CDPMEK,2p4c2me_c
3082,0.3326436,CDPMEK,h_c
3083,0.19226153,LPLIPAL1G181pp,h_p
3084,0.13963133,LPLIPAL1G181pp,g3pg_p
3085,0.0425208,LPLIPAL1G181pp,ocdcea_p
3086,0.022878557,LPLIPAL1G181pp,1agpg181_p
3087,0.15861045,LPLIPAL1G181pp,h2o_p
3088,0.043544106,KARA1,nadph_c
3089,0.8843176,KARA1,23dhmb_c
3090,0.73448306,KARA1,alac__S_c
3091,0.07352478,KARA1,nadp_c
3092,4.059542,KARA1,h_c
3093,0.3156326,PAPA140pp,pi_p
3094,0.63603127,PAPA140pp,h2o_p
3095,0.07125118,PAPA140pp,pa140_p
3096,0.041405853,NI2abcpp,adp_c
3097,0.05141346,NI2abcpp,atp_c
3098,0.29169357,NI2abcpp,h2o_c
3099,0.20044737,NI2abcpp,ni2_c
3100,0.20044737,NI2abcpp,ni2_p
3101,0.14226595,NI2abcpp,pi_c
3102,0.19527107,NI2abcpp,h_c
3103,1.4207124,NTD7,h2o_c
3104,0.06479172,NTD7,amp_c
3105,0.06264315,NTD7,adn_c
3106,0.47468966,NTD7,pi_c
3107,0.80840945,NTD7,h2o_c
3108,0.15706441,NTD7,amp_c
3109,0.14682756,NTD7,adn_c
3110,0.55767035,NTD7,pi_c
3111,0.052923977,GLCRAL,2h3oppan_c
3112,0.01579244,GLCRAL,5dh4dglc_c
3113,0.110693574,GLCRAL,pyr_c
3114,0.13971,3OAS100,co2_c
3115,0.25239566,3OAS100,h_c
3116,0.5848023,3OAS100,co2_c
3117,1.7360464,3OAS100,h_c
3118,0.029064225,DKGLCNR2y,nadph_c
3119,0.3168054,DKGLCNR2y,5dglcn_c
3120,0.38943085,DKGLCNR2y,25dkglcn_c
3121,0.044066194,DKGLCNR2y,nadp_c
3122,1.0857453,DKGLCNR2y,h_c
3123,0.7427348,THIORDXi,h2o_c
3124,2.737447,THIORDXi,h2o2_c
3125,1.6906295,THIORDXi,h2o_c
3126,3.7289689,THIORDXi,h2o2_c
3127,0.67865765,THIORDXi,h2o_c
3128,1.7640023,THIORDXi,h2o2_c
3129,0.3276272,NTD2pp,ump_p
3130,0.29517102,NTD2pp,pi_p
3131,0.24242423,NTD2pp,uri_p
3132,0.8963159,NTD2pp,h2o_p
3133,0.14127953,NTD2pp,ump_p
3134,0.2225369,NTD2pp,pi_p
3135,0.1814643,NTD2pp,uri_p
3136,0.1396916,NTD2pp,h2o_p
3137,0.10368771,ASNS1,atp_c
3138,0.67812973,ASNS1,glu__L_c
3139,0.5330582,ASNS1,h2o_c
3140,0.6384515,ASNS1,asp__L_c
3141,0.18027155,ASNS1,amp_c
3142,0.56010574,ASNS1,gln__L_c
3143,0.36159813,ASNS1,ppi_c
3144,0.49272412,ASNS1,h_c
3145,0.5125673,ASNS1,asn__L_c
3146,0.02787972,EGMEACPR,nadph_c
3147,0.03933085,EGMEACPR,nadp_c
3148,2.8962915,EGMEACPR,h_c
3149,3.3429544,DHAD1,h2o_c
3150,0.48249212,DHAD1,23dhmb_c
3151,0.5549221,DHAD1,3mob_c
3152,0.6984678,MCTP1App,ala__D_p
3153,0.68102735,MCTP1App,ala__D_p
3154,0.476874,MCTP1App,ala__D_p
3155,0.88728094,MCTP1App,ala__D_p
3156,0.16814125,HISTP,histd_c
3157,0.69209266,HISTP,h2o_c
3158,0.06650197,HISTP,hisp_c
3159,0.2531399,HISTP,pi_c
3160,0.013818066,FACOAE140,coa_c
3161,1.0371579,FACOAE140,h2o_c
3162,0.009404077,FACOAE140,tdcoa_c
3163,1.0262764,FACOAE140,h_c
3164,0.0040126406,UDCPDPS,udcpdp_c
3165,0.14525555,UDCPDPS,ppi_c
3166,0.05543855,UDCPDPS,ipdp_c
3167,0.0013534302,UDCPDPS,frdp_c
3168,0.030535638,3OAR160,nadph_c
3169,0.043614704,3OAR160,nadp_c
3170,1.9801781,3OAR160,h_c
3171,0.43869725,ASNNpp,nh4_p
3172,0.22362155,ASNNpp,h2o_p
3173,0.35040915,ASNNpp,asn__L_p
3174,0.5434098,ASNNpp,asp__L_p
3175,0.030535638,3OAR40,nadph_c
3176,0.043614704,3OAR40,nadp_c
3177,1.9801781,3OAR40,h_c
3178,1.2408925,AGM4PH,h2o_c
3179,0.37107015,AGM4PH,acgam_c
3180,0.18882369,ASPO5,succ_c
3181,0.29504368,ASPO5,iasp_c
3182,0.17372267,ASPO5,fum_c
3183,0.57306755,ASPO5,h_c
3184,0.6832059,ASPO5,asp__L_c
3185,0.65319943,ALKP,h2o_c
3186,0.21448618,ALKP,dhap_c
3187,0.2460947,ALKP,pi_c
3188,0.32676125,ALKP,dha_c
3189,0.46470413,IPDPS,h2o_c
3190,0.06597959,IPDPS,nad_c
3191,0.044193093,IPDPS,ipdp_c
3192,0.02742962,IPDPS,h2mb4p_c
3193,0.36380288,IPDPS,h_c
3194,0.030491458,IPDPS,nadh_c
3195,0.4549041,CLPNS120pp,glyc_p
3196,0.3814218,CLPNS120pp,glyc_p
3197,0.19226153,LPLIPAL1G180pp,h_p
3198,0.047677908,LPLIPAL1G180pp,ocdca_p
3199,0.02301783,LPLIPAL1G180pp,1agpg180_p
3200,0.13963133,LPLIPAL1G180pp,g3pg_p
3201,0.15861045,LPLIPAL1G180pp,h2o_p
3202,0.04117868,ACOAD5f,ddcacoa_c
3203,0.029122354,ACOAD5f,fadh2_c
3204,0.0408079,ACOAD5f,dd2coa_c
3205,0.05128899,ACOAD5f,fad_c
3206,0.06705695,MDH,nad_c
3207,0.13368578,MDH,mal__L_c
3208,0.12952825,MDH,oaa_c
3209,1.627507,MDH,h_c
3210,0.04280707,MDH,nadh_c
3211,1.4720187,PLIPA1G120pp,h_p
3212,1.4922705,PLIPA1G120pp,h2o_p
3213,0.31153125,CYANSTpp,h_p
3214,1.1422639,CYANSTpp,tsul_p
3215,0.61816615,CYANSTpp,tcynt_p
3216,0.4815198,CYANSTpp,so3_p
3217,0.30760968,CYANSTpp,cyan_p
3218,0.053577058,HACD4,nadh_c
3219,0.097988784,HACD4,nad_c
3220,0.048246995,HACD4,3odcoa_c
3221,4.2309384,HACD4,h_c
3222,0.050018746,HACD4,3hdcoa_c
3223,0.41919369,GALTptspp,galt1p_c
3224,0.22998519,GALTptspp,pep_c
3225,0.34424442,GALTptspp,pyr_c
3226,0.59843934,GALTptspp,galt_p
3227,0.32214898,GALTptspp,galt1p_c
3228,0.41103584,GALTptspp,pep_c
3229,1.5066444,GALTptspp,pyr_c
3230,4.195333,GALTptspp,galt_p
3231,0.46427622,GALTptspp,galt1p_c
3232,0.30576044,GALTptspp,pep_c
3233,0.7603838,GALTptspp,pyr_c
3234,2.7724571,GALTptspp,galt_p
3235,0.4476451,GALTptspp,galt1p_c
3236,0.35011724,GALTptspp,pep_c
3237,0.99670786,GALTptspp,pyr_c
3238,1.4863455,GALTptspp,galt_p
3239,0.05769274,EAR160x,nad_c
3240,2.8962915,EAR160x,h_c
3241,0.053822614,EAR160x,nadh_c
3242,0.010774524,CLPNS160pp,pg160_p
3243,0.4549041,CLPNS160pp,glyc_p
3244,0.0098385345,CLPNS160pp,pg160_p
3245,0.3814218,CLPNS160pp,glyc_p
3246,0.060864624,ADSL2r,aicar_c
3247,0.19656722,ADSL2r,fum_c
3248,0.03981921,ADSL2r,25aics_c
3249,0.5423387,ALLPI,allul6p_c
3250,0.6059186,ALLPI,all6p_c
3251,0.079680674,DKGLCNR2x,nad_c
3252,0.3168054,DKGLCNR2x,5dglcn_c
3253,0.38943085,DKGLCNR2x,25dkglcn_c
3254,1.0857453,DKGLCNR2x,h_c
3255,0.052288458,DKGLCNR2x,nadh_c
3256,0.395858,3HAD100,h2o_c
3257,1.2334889,3HAD100,h2o_c
3258,0.3436691,MDDCP2pp,h2o_p
3259,0.74561614,MDDCP2pp,ala__D_p
3260,0.9530668,MDDCP2pp,h2o_p
3261,2.35809,MDDCP2pp,ala__D_p
3262,0.5267553,MDDCP2pp,h2o_p
3263,1.4351085,MDDCP2pp,ala__D_p
3264,0.25982186,MDDCP2pp,h2o_p
3265,1.1655238,MDDCP2pp,ala__D_p
3266,0.2658061,G1PP,h2o_c
3267,0.55525464,G1PP,glc__D_c
3268,0.24191956,G1PP,pi_c
3269,0.22367926,G1PP,g1p_c
3270,1.793925,G1PP,h2o_c
